Date,Open,High,Low,AdjClose,Volume
8/2/2022,18.0989,18.9132,18.0689,18.5024,490153922
8/3/2022,18.1606,18.9436,18.1138,18.8688,418681144
8/4/2022,18.8249,19.2494,18.7361,19.1904,410176966
8/5/2022,18.786,19.2043,18.6422,18.9646,386562778
8/8/2022,17.4797,18.2155,17.22,17.7703,985043241
8/9/2022,17.23,17.4249,16.7025,17.064,669118582
8/10/2022,17.6753,18.0949,17.295,18.0739,598187658
8/11/2022,18.1078,18.6831,17.8532,17.9191,509978912
8/12/2022,18.1367,18.6941,17.9301,18.6851,478706508
8/15/2022,18.6771,19.1394,18.5892,19.0075,458251753
8/16/2022,18.8952,19.1175,18.4774,18.8548,451817602
8/17/2022,18.4994,18.6641,18.1217,18.3115,447371384
8/18/2022,18.2775,18.8408,18.1596,18.7491,415978677
8/19/2022,18.3974,18.4964,17.7473,17.8262,442153930
8/22/2022,17.4677,17.5357,16.9443,17.012,410117329
8/23/2022,16.9667,17.4427,16.9483,17.159,370459659
8/24/2022,16.9901,17.3837,16.8734,17.2,523330151
8/25/2022,16.8224,17.9241,16.8114,17.8901,771678456
8/26/2022,17.8342,17.9011,16.2162,16.2392,770112553
8/29/2022,15.9994,16.3171,15.7469,15.7808,496767402
8/30/2022,15.9396,16.0184,15.1627,15.4481,530859762
8/31/2022,15.3642,15.5201,14.9396,15.0747,574444686
9/1/2022,14.1898,14.3615,13.2532,13.9192,1180375069
9/2/2022,14.0818,14.1528,13.5737,13.6296,744109320
9/6/2022,13.7136,13.7616,13.3339,13.4478,536437387
9/7/2022,13.5497,13.8246,13.3329,13.7007,513161600
9/8/2022,13.4458,13.9942,13.3559,13.9762,625487611
9/9/2022,14.143,14.4597,14.112,14.3728,487607455
9/12/2022,14.3548,14.5327,14.184,14.4907,484635355
9/13/2022,13.7886,13.9083,13.086,13.118,715658707
9/14/2022,13.2409,13.2769,12.9003,13.115,589085269
9/15/2022,13.0025,13.22,12.7774,12.9163,524140085
9/16/2022,12.729,13.199,12.6047,13.185,671411007
9/19/2022,12.9993,13.4498,12.9973,13.3689,570245500
9/20/2022,13.2015,13.4695,13.0442,13.163,525333848
9/21/2022,13.2,14.017,13.097,13.2479,808473660
9/22/2022,13.0652,13.136,12.4157,12.5487,759908709
9/23/2022,12.4077,12.5987,12.245,12.5037,663961599
9/26/2022,12.4787,12.6467,12.202,12.216,547880939
9/27/2022,12.4947,12.7235,12.246,12.4007,554398712
9/28/2022,12.3977,12.8103,12.3416,12.7235,542947282
9/29/2022,12.4357,12.4877,11.9344,12.208,533287031
9/30/2022,12.075,12.6207,12.0631,12.127,566194660
10/3/2022,12.3348,12.6656,12.093,12.4997,548016852
10/4/2022,12.8663,13.207,12.8663,13.154,584756146
10/5/2022,12.898,13.3079,12.6087,13.196,507629435
10/6/2022,13.207,13.6427,13.09,13.117,644790344
10/7/2022,12.4927,12.6576,12.0102,12.0641,673139465
10/10/2022,12.0252,12.1123,11.397,11.6585,699386341
10/11/2022,11.5496,11.8344,11.2719,11.5745,668138022
10/12/2022,11.5675,11.7234,11.3339,11.4888,493074596
10/13/2022,10.9602,12.0661,10.8025,11.9482,850938989
10/14/2022,12.0452,12.099,11.1929,11.2159,714133568
10/17/2022,11.5068,11.9363,11.5058,11.8764,581345295
10/18/2022,12.3318,12.4797,11.6065,11.9552,660010467
10/19/2022,11.8674,12.3377,11.8224,12.0392,523645049
10/20/2022,12.101,12.7564,12.093,12.182,653039168
10/21/2022,12.0862,12.4857,11.8754,12.4537,610093778
10/24/2022,12.4957,12.6975,12.0522,12.5867,517966260
10/25/2022,12.6811,13.2869,12.6516,13.2479,505979414
10/26/2022,12.8563,13.3749,12.6955,12.8833,536059925
10/27/2022,13.6167,13.8246,13.109,13.163,583686505
10/28/2022,13.091,13.8365,13.0482,13.8206,521552313
10/31/2022,13.7647,13.8246,13.2839,13.4837,486819250
11/1/2022,13.7976,13.9113,13.5057,13.5297,433242526
11/2/2022,13.8365,14.196,13.1983,13.206,673289292
11/3/2022,13.0303,13.7677,12.9433,13.4079,500556616
11/4/2022,13.9722,14.215,13.6837,14.142,613178308
11/7/2022,14.214,14.3978,13.9403,14.2868,410464198
11/8/2022,14.7865,14.8765,14.202,14.5877,595877391
11/9/2022,14.1475,14.197,13.7457,13.7627,454860524
11/10/2022,14.7855,15.7576,14.5327,15.7346,701508425
11/11/2022,15.792,16.373,15.4667,16.311,656132067
11/14/2022,16.2021,16.5237,15.9064,16.279,528371532
11/15/2022,16.705,16.9812,16.366,16.6496,546412306
11/16/2022,16.1457,16.346,15.8574,15.8944,650185595
11/17/2022,15.6996,16.25,15.5197,15.6616,711592642
11/18/2022,15.9503,15.9862,15.1052,15.3938,492555546
11/21/2022,15.1322,15.4617,15.0652,15.3019,405137324
11/22/2022,15.3129,16.0418,15.1068,16.0222,473331079
11/23/2022,16.0822,16.5107,16.0322,16.5027,427661072
11/25/2022,16.302,16.4708,16.1562,16.254,168099444
11/28/2022,16.0102,16.341,15.7096,15.8115,304451108
11/29/2022,15.8115,15.9164,15.5047,15.6236,298677917
11/30/2022,15.6856,16.9176,15.5857,16.9106,565709397
12/1/2022,16.9865,17.2525,16.6229,17.1225,471319141
12/2/2022,16.6469,16.9202,16.4331,16.8637,371658714
12/5/2022,16.6669,16.9825,16.46,16.5979,352511387
12/6/2022,16.5179,16.5609,15.8075,15.9754,352950806
12/7/2022,15.7606,16.1743,15.6556,16.1083,372658441
12/8/2022,16.2612,17.1665,15.9474,17.1565,515830463
12/9/2022,17.1475,17.5704,16.9625,16.9885,465676660
12/12/2022,17.0245,17.5254,16.7847,17.5224,457660443
12/13/2022,18.5176,18.7764,17.6981,18.0589,657066338
12/14/2022,17.9739,18.2386,17.4074,17.6611,497249518
12/15/2022,17.1335,17.3075,16.6879,16.9396,478890174
12/16/2022,16.8519,17.0285,16.3981,16.5589,478579778
12/19/2022,16.5599,16.5969,16.1333,16.2422,354296284
12/20/2022,16.0523,16.2982,15.8405,16.0733,403553106
12/21/2022,16.1023,16.6149,16.0903,16.489,325261791
12/22/2022,16.0818,16.1263,14.8713,15.3278,565456263
12/23/2022,15.185,15.3278,14.8723,15.195,349579716
12/27/2022,15.0631,15.0891,14.0456,14.1106,465240412
12/28/2022,13.9169,14.2515,13.8739,14.0256,351321802
12/29/2022,14.3915,14.6723,14.2165,14.5924,355181398
12/30/2022,14.3235,14.6183,14.2225,14.6034,310715668
1/3/2023,14.8403,14.9852,14.0856,14.3045,401568453
1/4/2023,14.5564,14.8423,14.2305,14.7383,431637329
1/5/2023,14.4804,14.5534,14.1375,14.2545,389451176
1/6/2023,14.4634,14.9992,14.0236,14.8483,405338233
1/9/2023,15.2728,16.0443,15.1301,15.6166,504597318
1/10/2023,15.4957,15.9504,15.4607,15.8975,384380641
1/11/2023,15.828,16.0163,15.5517,15.9893,353541896
1/12/2023,16.0883,16.6249,15.4807,16.4989,551810134
1/13/2023,16.2662,16.9096,16.1533,16.8867,447612400
1/17/2023,16.8867,17.7151,16.8867,17.6891,511473917
1/18/2023,17.6542,17.8601,17.2695,17.3644,439943316
1/19/2023,17.0235,17.1845,16.7188,16.7528,453261045
1/20/2023,16.9985,17.8431,16.8127,17.8261,565378056
1/23/2023,18.0509,19.231,17.8046,19.179,655639131
1/24/2023,18.8133,19.4809,18.8063,19.251,496565020
1/25/2023,18.8986,19.3559,18.5665,19.3089,449864086
1/26/2023,19.6868,20.1513,19.264,19.7877,489891490
1/27/2023,19.4479,20.613,19.3909,20.3501,542536314
1/30/2023,19.9355,20.1253,19.136,19.148,488966547
1/31/2023,19.1555,19.6728,18.9361,19.5229,498378819
2/1/2023,19.6768,21.1766,19.5968,20.9278,660957446
2/2/2023,20.9848,21.9331,20.685,21.6932,564686233
2/3/2023,20.9848,21.7292,20.7739,21.0846,429678255
2/6/2023,20.7909,21.5543,20.7709,21.0736,452526001
2/7/2023,21.3664,22.2429,21.1346,22.157,664632688
2/8/2023,22.3708,22.8612,21.9921,22.1889,560058289
2/9/2023,22.5895,23.0032,22.104,22.3209,524256828
2/10/2023,21.6742,22.0617,20.7959,21.2495,551137335
2/13/2023,21.5223,22.0321,20.9468,21.7721,475264058
2/14/2023,21.5623,23.032,21.3504,22.9542,675964814
2/15/2023,22.5325,22.8382,22.09,22.7473,421494616
2/16/2023,22.117,22.5335,21.9109,21.9861,412325972
2/17/2023,21.6153,21.7242,20.9598,21.3724,466226509
2/21/2023,20.9848,21.4781,20.603,20.64,410312779
2/22/2023,20.692,21.0886,20.4061,20.739,513557591
2/23/2023,23.423,23.8706,23.0082,23.647,1118808599
2/24/2023,23.2082,23.457,22.9302,23.2691,590144847
2/27/2023,23.653,23.8626,23.437,23.484,453323161
2/28/2023,23.355,23.8077,23.1892,23.1992,456294450
3/1/2023,23.1752,23.2387,22.4917,22.6814,460360225
3/2/2023,22.4717,23.3634,22.4158,23.2971,390358376
3/3/2023,23.3031,23.8826,23.1132,23.8726,412693259
3/6/2023,23.8736,24.2304,23.47,23.537,437747400
3/7/2023,23.587,24.1115,23.2281,23.2751,515441035
3/8/2023,23.474,24.1865,23.4105,24.1675,513859664
